popularity_rank,spotify_name,monthly_listeners,followers,returned_spotify_id,spotify_url,wikidata_qid,band_name,formation_label,country_label,origin_cluster,origin_resolution,identity_status,review_flag
33,The Verve,16374768,3001478,2cGwlqi3k18jFpUyTrsR84,https://open.spotify.com/artist/2cGwlqi3k18jFpUyTrsR84,Q488916,The Verve,Wigan,United Kingdom,Manchester,editorial_city_cluster,accepted_exact_name,
34,Duran Duran,15134650,3958344,0lZoBs4Pzo7R89JM9lxwoT,https://open.spotify.com/artist/0lZoBs4Pzo7R89JM9lxwoT,Q58381,Duran Duran,Birmingham,United Kingdom,Birmingham,reported_place,accepted_exact_name,
35,Eurythmics,14843560,2546395,0NKDgy9j66h3DLnN8qu1bB,https://open.spotify.com/artist/0NKDgy9j66h3DLnN8qu1bB,Q207706,Eurythmics,Sunderland,United Kingdom,London,reviewed_override,accepted_exact_name,
36,Little Mix,14779473,12405563,3e7awlrlDSwF3iM0WBjGMp,https://open.spotify.com/artist/3e7awlrlDSwF3iM0WBjGMp,Q158419,Little Mix,England,United Kingdom,London,reviewed_override,accepted_exact_name,
37,The Clash,14589467,3508323,3RGLhK1IP9jnYFH4BRFJBS,https://open.spotify.com/artist/3RGLhK1IP9jnYFH4BRFJBS,Q125603,The Clash,London,United Kingdom,London,reported_place,accepted_exact_name,
38,Mumford & Sons,14381934,6882187,3gd8FJtBJtkRxdfbTu19U2,https://open.spotify.com/artist/3gd8FJtBJtkRxdfbTu19U2,Q953918,Mumford & Sons,London,United Kingdom,London,reported_place,accepted_exact_name,
39,Blur,14009757,4274924,7MhMgCo0Bl0Kukl93PZbYS,https://open.spotify.com/artist/7MhMgCo0Bl0Kukl93PZbYS,Q485820,Blur,London,United Kingdom,London,reported_place,accepted_exact_name,
40,Bring Me The Horizon,13707032,7131475,1Ffb6ejR6Fe5IamqA5oRUF,https://open.spotify.com/artist/1Ffb6ejR6Fe5IamqA5oRUF,Q494784,Bring Me the Horizon,Sheffield,United Kingdom,Sheffield,reported_place,accepted_exact_name,
41,Snow Patrol,13274460,3465980,3rIZMv9rysU7JkLzEaC5Jp,https://open.spotify.com/artist/3rIZMv9rysU7JkLzEaC5Jp,Q188407,Snow Patrol,Dundee,Scotland,Dundee,reported_place,accepted_exact_name,
42,Spice Girls,12877807,4560204,0uq5PttqEjj3IH1bzwcrXF,https://open.spotify.com/artist/0uq5PttqEjj3IH1bzwcrXF,Q55641,Spice Girls,London,United Kingdom,London,reported_place,accepted_exact_name,
43,The Animals,12324330,2812173,3ICflSq6ZgYAIrm2CTkfVP,https://open.spotify.com/artist/3ICflSq6ZgYAIrm2CTkfVP,Q131422,The Animals,Newcastle upon Tyne,United Kingdom,Newcastle upon Tyne,reported_place,accepted_exact_name,
44,Rudimental,11737472,1462225,4WN5naL3ofxrVBgFpguzKo,https://open.spotify.com/artist/4WN5naL3ofxrVBgFpguzKo,Q50971,Rudimental,London Borough of Hackney,United Kingdom,London,editorial_city_cluster,accepted_exact_name,
45,Faithless,11726956,796754,5T4UKHhr4HGIC0VzdZQtAE,https://open.spotify.com/artist/5T4UKHhr4HGIC0VzdZQtAE,Q542071,Faithless,London,United Kingdom,London,reported_place,accepted_exact_name,
46,Disciples,11691137,299331,5EehXjjMktLuJmbRsM7YfB,https://open.spotify.com/artist/5EehXjjMktLuJmbRsM7YfB,Q24025201,Disciples,London,United Kingdom,London,reported_place,accepted_exact_name,
47,Jungle,11614048,1886516,59oA5WbbQvomJz2BuRG071,https://open.spotify.com/artist/59oA5WbbQvomJz2BuRG071,Q17405943,Jungle,London,United Kingdom,London,reported_place,accepted_exact_name,
48,bôa,11444869,1380058,5jTtGLk1mGFMY5lQOvJYUj,https://open.spotify.com/artist/5jTtGLk1mGFMY5lQOvJYUj,Q285481,Bôa,London,United Kingdom,London,reported_place,accepted_exact_name,
49,Cutting Crew,10972839,628518,3cniTumSiUysiPWXapGx1i,https://open.spotify.com/artist/3cniTumSiUysiPWXapGx1i,Q977526,Cutting Crew,London,United Kingdom,London,reported_place,accepted_exact_name,
50,Franz Ferdinand,10807735,3218082,0XNa1vTidXlvJ2gHSsRi4A,https://open.spotify.com/artist/0XNa1vTidXlvJ2gHSsRi4A,Q173180,Franz Ferdinand,Glasgow,United Kingdom,Glasgow,reported_place,accepted_exact_name,
51,Def Leppard,10792689,6056540,6H1RjVyNruCmrBEWRbD0VZ,https://open.spotify.com/artist/6H1RjVyNruCmrBEWRbD0VZ,Q182890,Def Leppard,Sheffield,United Kingdom,Sheffield,reported_place,accepted_exact_name,
52,Pet Shop Boys,10634217,2426999,2ycnb8Er79LoH2AsR5ldjh,https://open.spotify.com/artist/2ycnb8Er79LoH2AsR5ldjh,Q485625,Pet Shop Boys,London,United Kingdom,London,reported_place,accepted_exact_name,
53,The Hollies,10112715,1450461,6waa8mKu91GjzD4NlONlNJ,https://open.spotify.com/artist/6waa8mKu91GjzD4NlONlNJ,Q282925,The Hollies,Manchester,United Kingdom,Manchester,reported_place,accepted_exact_name,
54,Wham!,10018855,3400543,5lpH0xAS4fVfLkACg9DAuM,https://open.spotify.com/artist/5lpH0xAS4fVfLkACg9DAuM,Q744087,Wham!,Bushey,United Kingdom,London,editorial_city_cluster,accepted_exact_name,
55,Two Door Cinema Club,9884423,2655723,536BYVgOnRky0xjsPT96zl,https://open.spotify.com/artist/536BYVgOnRky0xjsPT96zl,Q777302,Two Door Cinema Club,Bangor,United Kingdom,Bangor,reported_place,accepted_exact_name,
56,The Stranglers,9836875,862339,0RUEHcBiENFEqxgicqS2ig,https://open.spotify.com/artist/0RUEHcBiENFEqxgicqS2ig,Q1532854,The Stranglers,Guildford,United Kingdom,Guildford,reported_place,accepted_exact_name,
57,Simple Minds,9628717,2504682,6hN9F0iuULZYWXppob22Aj,https://open.spotify.com/artist/6hN9F0iuULZYWXppob22Aj,Q748836,Simple Minds,Glasgow,Scotland,Glasgow,reported_place,accepted_exact_name,
58,Bronski Beat,9566679,730877,2wpWOzQE5TpA0dVnh5YD08,https://open.spotify.com/artist/2wpWOzQE5TpA0dVnh5YD08,Q927927,Bronski Beat,London,United Kingdom,London,reported_place,accepted_exact_name,
59,Seafret,9520023,1149369,4Ly0KABsxlx4fNj63zJTrF,https://open.spotify.com/artist/4Ly0KABsxlx4fNj63zJTrF,Q28109766,Seafret,Bridlington,United Kingdom,Bridlington,reported_place,accepted_exact_name,
60,Genesis,9434858,3958098,3CkvROUTQ6nRi9yQOcsB50,https://open.spotify.com/artist/3CkvROUTQ6nRi9yQOcsB50,Q151012,Genesis,Godalming|Surrey,United Kingdom,Godalming,reviewed_multi_place_rule,accepted_exact_name,
61,Spandau Ballet,9335819,1587103,2urZrEdsq72kx0UzfYN8Yv,https://open.spotify.com/artist/2urZrEdsq72kx0UzfYN8Yv,Q16011,Spandau Ballet,London Borough of Islington,United Kingdom,London,editorial_city_cluster,accepted_exact_name,
62,UB40,9327767,2783787,69MEO1AADKg1IZrq2XLzo5,https://open.spotify.com/artist/69MEO1AADKg1IZrq2XLzo5,Q560153,UB40,Birmingham,United Kingdom,Birmingham,reported_place,accepted_exact_name,
63,The Chemical Brothers,9143502,2435363,1GhPHrq36VKCY3ucVaZCfo,https://open.spotify.com/artist/1GhPHrq36VKCY3ucVaZCfo,Q208507,The Chemical Brothers,Manchester,United Kingdom,Manchester,reported_place,accepted_exact_name,
64,Simply Red,9097250,2960800,1fa0cOhromAZdq2xRA4vv8,https://open.spotify.com/artist/1fa0cOhromAZdq2xRA4vv8,Q339430,Simply Red,Manchester,United Kingdom,Manchester,reported_place,accepted_exact_name,
65,Jamiroquai,9068742,3053662,6J7biCazzYhU3gM9j1wfid,https://open.spotify.com/artist/6J7biCazzYhU3gM9j1wfid,Q202041,Jamiroquai,London,United Kingdom,London,reported_place,accepted_exact_name,
66,Iron Maiden,9029433,10931269,6mdiAmATAx73kdxrNrnlao,https://open.spotify.com/artist/6mdiAmATAx73kdxrNrnlao,Q42482,Iron Maiden,Leyton,United Kingdom,London,editorial_city_cluster,accepted_exact_name,
67,Toploader,8829850,146489,6xeFne1rkxMhKSW3ipvkdV,https://open.spotify.com/artist/6xeFne1rkxMhKSW3ipvkdV,Q1742953,Toploader,Eastbourne,United Kingdom,Eastbourne,reported_place,accepted_exact_name,
68,New Order,8786188,2651294,0yNLKJebCb8Aueb54LYya3,https://open.spotify.com/artist/0yNLKJebCb8Aueb54LYya3,Q214990,New Order,Salford,United Kingdom,Manchester,editorial_city_cluster,accepted_exact_name,
69,Massive Attack,8692931,2943616,6FXMGgJwohJLUSr5nVlf9X,https://open.spotify.com/artist/6FXMGgJwohJLUSr5nVlf9X,Q357418,Massive Attack,Bristol,United Kingdom,Bristol,reported_place,accepted_exact_name,
70,The Who,8659112,6100346,67ea9eGLXYMsO2eYQRui3w,https://open.spotify.com/artist/67ea9eGLXYMsO2eYQRui3w,Q93346,The Who,London,United Kingdom,London,reported_place,accepted_exact_name,
71,D-Block Europe,8351560,1930307,5VadK1havLhK1OpKYsXv9y,https://open.spotify.com/artist/5VadK1havLhK1OpKYsXv9y,Q63313993,D-Block Europe,Lewisham,United Kingdom,London,editorial_city_cluster,accepted_exact_name,
72,alt-J,8110938,3499216,3XHO7cRUPCLOr6jwp8vsx5,https://open.spotify.com/artist/3XHO7cRUPCLOr6jwp8vsx5,Q47996,alt-J,Leeds,United Kingdom,Leeds,reported_place,accepted_exact_name,
73,The Proclaimers,8100195,438174,1A92IAcd7A6npCA33oGM5i,https://open.spotify.com/artist/1A92IAcd7A6npCA33oGM5i,Q289622,The Proclaimers,Auchtermuchty,United Kingdom,Auchtermuchty,reported_place,accepted_exact_name,
74,Dexys Midnight Runners,7999321,384886,4QTVePrFu1xuGM9K0kNXkk,https://open.spotify.com/artist/4QTVePrFu1xuGM9K0kNXkk,Q247259,Dexys Midnight Runners,Birmingham,United Kingdom,Birmingham,reported_place,accepted_exact_name,
75,The Kinks,7864488,2958309,1SQRv42e4PjEYfPhS0Tk9E,https://open.spotify.com/artist/1SQRv42e4PjEYfPhS0Tk9E,Q188713,The Kinks,London,United Kingdom,London,reported_place,accepted_exact_name,
76,Supertramp,7695790,4214119,3JsMj0DEzyWc0VDlHuy9Bx,https://open.spotify.com/artist/3JsMj0DEzyWc0VDlHuy9Bx,Q176457,Supertramp,London,United Kingdom,London,reported_place,accepted_exact_name,
77,Oh Wonder,7552797,1128715,5cIc3SBFuBLVxJz58W2tU9,https://open.spotify.com/artist/5cIc3SBFuBLVxJz58W2tU9,Q21452721,Oh Wonder,London,United Kingdom,London,reported_place,accepted_exact_name,
78,Goodboys,7292613,130149,2nm38smINjms1LtczR0Cei,https://open.spotify.com/artist/2nm38smINjms1LtczR0Cei,Q65052503,Goodboys,London,United Kingdom,London,reported_place,accepted_exact_name,
79,The Wanted,7143333,2480552,2NhdGz9EDv2FeUw6udu2g1,https://open.spotify.com/artist/2NhdGz9EDv2FeUw6udu2g1,Q34918,The Wanted,England,United Kingdom,London,reviewed_override,accepted_exact_name,
80,Culture Club,7076755,1913999,6kz53iCdBSqhQCZ21CoLcc,https://open.spotify.com/artist/6kz53iCdBSqhQCZ21CoLcc,Q50037,Culture Club,London,United Kingdom,London,reported_place,accepted_exact_name,
81,Deep Purple,6998809,6229490,568ZhdwyaiCyOGJRtNYhWf,https://open.spotify.com/artist/568ZhdwyaiCyOGJRtNYhWf,Q101505,Deep Purple,England|Hertford|London,United Kingdom,Hertford,reviewed_multi_place_rule,accepted_exact_name,
82,The Kooks,6950019,2737101,1GLtl8uqKmnyCWxHmw9tL4,https://open.spotify.com/artist/1GLtl8uqKmnyCWxHmw9tL4,Q211768,The Kooks,Brighton,United Kingdom,Brighton,reported_place,accepted_exact_name,
83,La Roux,6858904,712440,3K2zB87GZv1krx031en5VA,https://open.spotify.com/artist/3K2zB87GZv1krx031en5VA,Q200002,La Roux,London,United Kingdom,London,reported_place,accepted_exact_name,
84,10cc,6808182,952868,6i6WlGzQtXtz7GcC5H5st5,https://open.spotify.com/artist/6i6WlGzQtXtz7GcC5H5st5,Q169145,10cc,Stockport,United Kingdom,Manchester,editorial_city_cluster,accepted_exact_name,
85,CamelPhat,6543464,572358,240wlM8vDrf6S4zCyzGj2W,https://open.spotify.com/artist/240wlM8vDrf6S4zCyzGj2W,Q21008079,CamelPhat,Liverpool,United Kingdom,Liverpool,reported_place,accepted_exact_name,
86,Take That,6539015,1517488,1XgFuvRd7r5g0h844A5ZUQ,https://open.spotify.com/artist/1XgFuvRd7r5g0h844A5ZUQ,Q152066,Take That,Manchester,United Kingdom,Manchester,reported_place,accepted_exact_name,
87,Whitesnake,6249726,3532823,3UbyYnvNIT5DFXU4WgiGpP,https://open.spotify.com/artist/3UbyYnvNIT5DFXU4WgiGpP,Q189965,Whitesnake,Middlesbrough,United Kingdom,Middlesbrough,reported_place,accepted_exact_name,
88,The Vamps,6167219,5952843,7gAppWoH7pcYmphCVTXkzs,https://open.spotify.com/artist/7gAppWoH7pcYmphCVTXkzs,Q15042553,The Vamps,England|London,United Kingdom,London,reported_place,accepted_exact_name,
89,The Human League,6085844,1370364,1aX2dmV8XoHYCOQRxjPESG,https://open.spotify.com/artist/1aX2dmV8XoHYCOQRxjPESG,Q730158,The Human League,Sheffield,United Kingdom,Sheffield,reported_place,accepted_exact_name,
90,Pretenders,6044974,1771319,0GByy3DcfbQwDvXGCWmzv9,https://open.spotify.com/artist/0GByy3DcfbQwDvXGCWmzv9,Q667389,The Pretenders,Hereford,United Kingdom,Hereford,reported_place,accepted_reviewed_alias,
91,AlunaGeorge,6010368,456793,2VAnyOxzJuSAj7XIuEOT38,https://open.spotify.com/artist/2VAnyOxzJuSAj7XIuEOT38,Q10353,AlunaGeorge,London,United Kingdom,London,reported_place,accepted_exact_name,
92,Portishead,5958911,2540792,6liAMWkVf5LH7YR9yfFy1Y,https://open.spotify.com/artist/6liAMWkVf5LH7YR9yfFy1Y,Q191352,Portishead,Bristol,United Kingdom,Bristol,reported_place,accepted_exact_name,
93,Frou Frou,5930276,419619,6MUyqmIQ35inLjch0YzIEG,https://open.spotify.com/artist/6MUyqmIQ35inLjch0YzIEG,Q2629330,Frou Frou,London,United Kingdom,London,reported_place,accepted_exact_name,
94,Soft Cell,5766246,869007,6aq8T2RcspxVOGgMrTzjWc,https://open.spotify.com/artist/6aq8T2RcspxVOGgMrTzjWc,Q1329303,Soft Cell,Leeds,United Kingdom,Leeds,reported_place,accepted_exact_name,
95,Stealers Wheel,5726001,253056,7bPU7cvfoD20ixGD9Qnqki,https://open.spotify.com/artist/7bPU7cvfoD20ixGD9Qnqki,Q283638,Stealers Wheel,Paisley,Scotland,Paisley,reported_place,accepted_exact_name,
96,Katrina & The Waves,5671000,171867,2TzHIUhVpeeDxyJPpQfnV3,https://open.spotify.com/artist/2TzHIUhVpeeDxyJPpQfnV3,Q934582,Katrina and the Waves,Cambridge,United Kingdom,Cambridge,reported_place,accepted_reviewed_alias,
97,LF SYSTEM,5611864,113693,0HxX6imltnNXJyQhu4nsiO,https://open.spotify.com/artist/0HxX6imltnNXJyQhu4nsiO,Q113022702,LF System,,Scotland|United Kingdom,West Lothian,reviewed_override,accepted_exact_name,
98,Everything But The Girl,5607393,480010,13ccXrK7AmXb4TddMkE7jy,https://open.spotify.com/artist/13ccXrK7AmXb4TddMkE7jy,Q313779,Everything but the Girl,Kingston upon Hull,United Kingdom,Kingston upon Hull,reported_place,accepted_exact_name,
99,The La's,5581915,320009,47Z8LEl3LnQkcpva0xSthT,https://open.spotify.com/artist/47Z8LEl3LnQkcpva0xSthT,Q1860769,The La's,Liverpool,United Kingdom,Liverpool,reported_place,accepted_exact_name,
100,The xx,5459918,3911861,3iOvXCl6edW5Um0fXEBRXy,https://open.spotify.com/artist/3iOvXCl6edW5Um0fXEBRXy,Q869367,The xx,London,United Kingdom,London,reported_place,accepted_exact_name,
